Class,Negative.Reviews,Rating
0,"i got this despite the warnings about it being too short for some people.  The strap is about 6"" too short for my Seagull S6 guitar.  I will say the build quality is great but too short, is and remains, too short.  I will keep this item and take it to a shoe shop or saddle repair place and have and extendo put into the strap.  I just can't understand how they can sell this a a guitar strap when it is clearly too short.2/22/2013 I fired off an email to LEVY and the long and ""short"" of all this is you will have to fork over another $30 to buy an extendo for this strap. I don't quite understand why they don't make the strap long enough to start with other than the fact they can extract another $30 to make it work right in the first place.  here's a link to the extendo optionLEVY'S LEATHERS MMGXL-2.5-BRN STRAP EXTENDER http://www.amazon.com/LEVYS-LEATHERS-MMGXL-2-5-BRN-STRAP-EXTENDER/dp/B00BH5N91E/ref=sr_1_2?ie=UTF8&qid;=1361565768&sr;=8-2&keywords;=MMGXL-2.5  the irony here is I managed to buy the last one for the immediate future.This is just another case of caveat emptor for all buyers to consider. I got the extendo strap and it does not match the original so now I have this cobbled up looking guitar strap. It's sort of like wearing a suede shoe on one foot and a polished leather shoe on the other.  I will keep this strap but sure feel like I've been had on this purchase... the terms bait and switch come to my mind.",1
0,A bit too soft but given the fact it does say made of suede you should expect it to be super soft.  Better for lighter guitars IMO,3
0,"This strap is really beautiful. The Native American pattern goes beautifully with the classical guitar I made with the images of wolves burned into the top. However, the leather ends are very thick and stiff, making it very hard to slip over the strap buttons on the guitar. I tried to put the snap-on strap buttons but had to really work the holes on the strap with an Exacto knife to get the strap to slip over them. I have a nice Ralph Marlin strap with soft, pliable leather on the ends and the slip on and off the strap buttons with little effort - workable with one hand. I'd give this Levy's strap 5 stars if its ends were as flexible.",3
0,"Levy's leathers could have made this guitar strap out of a softer material, especially on the edges.  It cuts into your neck horribly, even thru a shirt. Yukko.  The fake leather on the ends are unbelievably cheap.",2
0,"First the goods: Sturdy leather construction just cant be beat. the color is spot on with the pictures shown.The Bads: It's a bit short, I have it on acoustic guitar that the forward mount is the &#34;shoe lace around the head stock&#34; method, I had to max this strap out to make the span. I'm a bigger guy, so a smaller person shouldn't have this problem. Then there's the whole friction of suede on clothing thing I hadn't considered. It drags and pulls your shirt really bad, making it a bit of a pain to get the guitar on a positioned where you want it to hang. That problem is not specific to this strap, but the material its made out of. It's high quality, but I didn't consider it trying to pull my shirt off. If had to do over again, I'd pass.",3
0,"I have no idea what happened or if anyone else had this problem, but I got literally 8 plug-ins, and not the part where you can plug in an existing cable to make this into a chain. It's like I got an extension cord and male outlets on both ends. Soooo it's pretty much useless to me. I guess if you get one of those power blocks with 9v outlets on them, I guess you could plug this into it but I really see no point. I would've shipped it back I lost the packaging and just wrote it off as loss. I think I payed like $8 for it so whatever. I would recommend going to an actual music store so you can physically see both the male ends and the female end.",1
0,"I ordered this plug because it is advertised as a &#34;1 Spot&#34; brand plug. It is not what I received. Instead I received a generic plug  for eight 9v connections that would definitely fit the purpose, but a really cheap version. The plugs on this generic version are larger than the 1 Spot and the wires are kind of stiff plastic. The original 1 Spot plug has much smaller plugs, great for saving space on a pedal board, and the wires are soft and &#34;rubbery&#34;, again making it easier to work with on a pedal board, specially if you're working with a pedal board like Pedaltrain where you can intertwine wires in and out between bars. I informed the seller about the issue and was told it was a mistake and that they would send me the correct one. In my email to them I included an image of the original packaging of the 1 Spot 8 Plug to make sure there would be no mistake, but to my amazement they sent me another compatible plug. I emailed them again for a refund, which they promptly did. I can say, that they did respond quickly and they refunded my money. I imagine that those who order this plug without ever having worked with an original 1 Spot plug, wouldn't know the difference because although it is a really cheap version it does have eight 9v connectors. I strongly recommend, spend the extra two or three dollars and get the original 1 Spot 8 Plug.",1
0,The chorus effect is a little weak. I use it now to get sort of a leslie effect. Clean the effect is a little weak. The adjustment knobs don't seem to do much either.,3
0,"First let me say im using this for a BASS (at least for this review) and nothing else. That said I LOVEBehringer products that I own. This guy was really cheap and actually the ""chorus"" part is weak...as comparedwith other chorus' I have such as (ART,ZOOM,PEAVEY,LINE-6,Gibson) Or we could say in a more positive phrase""very subtle"" . The ""stereo"" effect for me was non-existant BUT realize I bought this item over buying a normalABY switch. Doing so saved me a bundle but in the long run I will pay for it. There is a high cycle hum in the background(which almost ALL chorus units end up having). But I can say it did the job as far as splitting a signal into 2 amplifierheads and doesnt seem to have a problem with the signal being delivered. *note* if you plan on using a 9volt dc adapteryou have laying around in yer gear/scrap bucket think again----wont work ...I tried 4 different 9volt dc adapters to no avail.all that said I still gota give the item its due.Negatives: the unit is made out of plastic and you will have to take it easy when engaging on/off. I had to take mine apart becausethe ""chorus"" wouldnt trigger ""on"" . It was due to the fact it just has a small strip of rubber that is supposed to engage with the buttonswitch on the electronics board . you may have to put something behind it or replace it.",3
0,First Behringer pedal I have returned. Almost no effect provided by pedal. I have returned the unit. Not worth it. Lousy pedal.,2
0,Basic delay. I found the adjustment knobs made very little effect on the pedal. The other thing is it changes your guitar tone pretty drastically. Made my tone thin and tinny.,3
0,"This Behringer DD400 delay unit has a lot of great features. I particularly like the stereo outputs which allow the user to send the delayed signal to a separate amplifier for a dramatic stereo effect. The extra-long 1300 millisecond delay is great for Pink Floyd/David Gilmour style solos. The shorter delay settings allow for rockabilly slap back effects, although I hardly ever play in that style, so it doesn't matter that much to me.Here's where it gets weird: I tested the unit using a vintage Fender tube amp for the primary signal and a Vox Valvestate amp for the delayed signal. As long as I played loudly, everything worked quite well. However, when I set the guitar down for a moment, I started hearing voices. Yes, voices! The delay unit was picking up radio frequency interference a la Jimi Hendrix at Berkeley. I have no idea HOW it was doing this, but I could clearly hear some sort of radio transmission like CB or family band radio. The interference went away after a few minutes.As for design, I don't buy the ""German innovation"" advertising line from Behringer. This is obviously a cheap Chinese copy of the legendary Boss DD-7 which costs four times as much. If you want really good quality, buy the Boss unit! If you can get buy on a fairly cheap delay unit that talks to you from time to time, the Behringer is ok.",3
0,"I give the product a 4star for doing what it is supposed to do. I give it a single star because it failed two weeks after the return period. Generously, I'll give it 2stars. Something like this really should last at least a year or more. Cheap parts/manufacturing?  50 cents a day is not a good deal for a device of this nature.",2
0,Sound is not so good. Strange how the gain has to be turned up along with the volume to hear anything.,2
0,"I used AC30 for years, lost them, and decided to make a change and buy these.Sound quality of AC30 wasn't anything to write home about but had decent cleans and gains, but this one has a horrendous clean (tried with my strat and tele, play jazz/blues mostly), and mediocre gain, you can get a lot better sound even with the free amp programs for ipod and computers (buying a 25-35 buck connector cable), though, granted those tend to have feedback problems when you use certain gain-y settings.For people worried about CONSTRUCTION, these turned out to be very sturdy (AC30s i previously used did, but the built/materials are exactly same).Even if you're determined to settle for the mediocrity of phone amps, go for cheaper models, or simply buy AC30, the latter has acceptable cleans..",2
0,"As an amateur musician, I'm always looking for ways to practice without chasing everyone out of the house with loud amplifiers and such.  I thought this gadget would do the trick, but the quality of the sound and range of adjustment just didn't meet my expectations.",2
0,"nice cable, could be a little heavier.  I managed to pull the wires apart on the straight plug, probably stepped on the cord when I was playing guitar while standing.  I had to take it apart and resolder but it has been really good since.",3
0,Bought this years ago. It was a nice long cable that I bought figuring it'd be durable but it didn't last. Maybe it was my mistreatment of the cable but then again it should be built to gig... If I was better with wiring I'm sure it's fixable but all in all it didn't last as long as I'd hoped.,2
0,Cable crackles when plug in jack is moved. GLS brand purchased at same time works flawlessly in comparison. Both have tweed jackets however the Hosa cable does not uncoil easily where the GLS cable does. I would recommend the GLS product over the Hosa product.,2
0,"the cable hisses, crackles and pops right out of the package.  save your money and buy a better cable.  i will buy cables locally from now on so i can easily return them if they are defective.  i would definitely not buy this product again or recommend it to anyone else.",1
0,The vibrations produced at touching piano keys are transmitted to the microphone. It now rest at bottom of a box.,2
0,This is unique piece that slips into just about any tube on a Mixer Rack or Piano scissor stand. The square nut design is very tight when tightening in the tube as if there are a rough cut on the threading. The MIC end of the mount works pretty good. Overall the only problems I found is that the Up tube could be 1' to 1 1/2' taller and the threads could be buffed out at the manufacturer.,3
0,"As I've heard with the Pyle Pro amps, I received mine today, and it was defective. Only one channel worked, and it definitely looked like it took a beating before it arrived at my doorstep. The packaging was very good though, so I'm  thinking this looks like a refurb/used, and they listed it as new. Already printed the return shipping label, and it will head back to the Amazon warehouse on Monday...",1
0,This amp did a good job for its rating. It was my backup amp for a QSC GX5. I sold it after using it for about a year or so.,3
0,"Nice amp for the money but couldn't push a single Peavey SP218 Sub, so I moved this amp to push a pair of dual 15's, still had trouble getting the range that I needed, so I have this amp now as a back up and will probally use it for powering a single EV18 sub rated at 500 watts, it should handle it nicely bridged, I will keep you posted.",3
0,"This product did not fit my Takamine G, as the hole is 3/4 size.  I had to buy from Lute Hole, who then customized a part for me.  Beware, because you'd figure this item would fit inside any guitar out there, given the advertising.  Even the guy at Guitar Center, when I called to find out what was going on, told me to go with Lute Hole.  I never had a use for such an item before very recently, but, upon necessity, I found out that this item is bound to damage your guitar, even if it does fit.  Be very, very careful.  In fact, be very, very wary, as I briefly heard a light ""cracking"" noise when I tried to fit it in the guitar for the very first time.  I stopped, thereafter, after doing research online and finding out about the G's specs.  I've read, elsewhere, that it kills your tone, but I had been willing to try to utilize it in tandem with my actual coloring rig.  Ultimately, I spent nearly $100 more than I wanted to, just for this kind of item.  What is it they say in this era - caveat emptor?",3
0,"This cover does not fit a full size acoustic/electric Hohner guitar.  I measured the whole at 3 7/8&#34;, but this cover does not even come close to fitting!  It measures 4 1/6&#34; in diameter, so check your guitar closely!",1
0,"it barely did anything but i guess thats because im the one playing the guitar, if you were in another room im am sure that it would make a difference",3
0,"Doesn't reduce sound worth a darn.  I thought plugging the sound hole would muffle things.  Muddies it up a bit maybe, but not really a reduction in dB.",1
0,"This is a good product which I've seen many people use... however, it's not for all acoustic guitars.  That little bit of info was missing from the info, although I should have known.  In my case, my guitar's sound hole is too small for this unit to be installed, even though it's supposedly &#34;tapered&#34; to fit a lot of different sound hole dimensions.  Didn't look tapered to me, and I can't use it.  But then again, it was pretty cheap, and I may have a use for it some day.  Check your guitar's sound hole diameter before ordering.",3
0,"It sounds like it's Behringer.  Very fake, cheap sounding phaser, but it's all I need.  I got it mostly for that big airplane woosh, and running it in the loop, it does that fine.  The highs are kind of harsh, but if it is in front of the amp it can sound a little tame.",3
0,"I really dislike the switch on this thing.  It does not click.  That may not sound like much, but I tend to rest my foot on a pedal when I turn it off.  This does not turn off when I do that.  This is unlike any pedal I have played.  I realize Behringer is trying to copy the MXR, but the switch substitution makes me wish I picked up a used MXR.  Anyway the pedal sound fine, just know the switch may drive you insane.  I really like the other Behringer Boss type pedals though as the switch is what I like.  Wish the phase came in a different case.",3
0,"These speakers worked great for 14 months. Last week (4/8/13), one of them wouldn't power up all the way. The problem is getting worse every time I try to use them, and it's just a matter of time before it stops working.  It seems there is a problem with the capacitors that I did read about in a few reviews. I took a chance on the monitors anyway, and it was a huge mistake. I only use them between 2 and 4 hours per week. I contacted M-Audio's online support system and was given addresses to two electronics repair shops. One on the East coast and one on be west coast. I've since found many complaints about this same issue all over the Internet and on the M-Audio support site. M-Audio doesn't stand behind their products, and I'll never purchase anything from them again.",1
0,"On the plus side, these monitors look and feel amazing.  They are coated in some kind of silky rubberized stuff and they are heavy and look neat.They don't sound horrible.  I mean, they are not computer speakers or anything.  The sound is very forward, I would say harsh.  That's not uncommon among studio monitors.  There is definitely a lot of clarity here.  Not a ton of bass, but that's pretty much understood from monitors with woofers of this size.  There's a few schools of thought on studio monitors.  Some people think they are basically for bringing out the warts in your music, others think they should sound more like a normal speaker.  These will be more pleasing to people interested in the first.  I definitely sounds like the music is right in your face when you are listening to this.  Any flaws would be quite noticeable.I previously used KRK RP8's so I can compare these to them.  Granted, they are larger and more expensive, although they are also budget monitors.  I liked them better than these.  They were clear but also sounded nicer and, of course, had much more bass.I was going to put a woofer on these and burn them in...see if I could improve the situation...BUT one of the speakers starts to buzz about 5 minutes after it's turned on.  The buzz increases in volume over time.  I tried moving them to a different location, turning the volume down, even disconnecting the audio feed (so they were only plugged into the power).  Nothing stopped the buzz.  If they are warmed up and you turn them off and then on again, the buzz starts up in more like 10 or 20 seconds.  So I sent them back.  I wasn't really impressed with the sound and I'm definitely not satisfied with the quality control, so I'm going to try some larger and more expensive monitors instead.  Maybe Behringer 3031a's or something.  I think it's worth an extra 200 dollars or so to get a full-sized monitor.",2
0,"Sound nice, but very unreliable BX5a Deluxe.I own a pair of YAMAHA NS 10s and EVENT 20-20s, and they are all currently working without problems with over 10 years use.2 years ago I purchased a set of regular BX5a's, and they lasted about 1 1/2 years, and then the faulty capacitors leaked.I just replaced them with the BX5a Deluxe model, and after only one week. one of the Internal amps will no longer power up.I need a pair of affordable AV shielded monitors that I can depend on, and these Cheap M-Audio Monitors are not it.I am back to using my 20-20's with slight AV noise until I find a decent AV shielded monitor.M-Audio was a much better company before Avid took them over!",1
0,"For about 30 yrs. have been playing finger style only - usually with alternating bass, and never really used a pick so this seemed like a good first choice.For the song I was performing, chords were Bm, E, F#m, and G (1st & 3rd position) and I needed to back up the singer so it was really just strumming with a tiny bit of playing just the first two strings as an intro.I found a very old and very thin Peavey pick unintentionally picking up what looked like the blue Dava in the bottom of my guitar case and it worked perfectly so I then ordered the Fender Abalone Thin picks and find they make playing chords quite easy.Fender 351 Premium Celluloid Guitar Picks, 12 Pack, Abalone, ThinMy ancient Peavey broke in half not long after, and I continued using the stub turned sideways while waiting for the new Fender picks to arrive because I liked the extra flex)Seems like more advanced players like at least a medium to better pick individual strings, but since I never liked using a pick at all, the Fender Thin works best for me and I'm enjoying learning to use it on songs like Eric Clapton's interpretation of Bessie Smith's ""Nobody Knows You...""I'll try the Dava picks again later if I feel the need. I play Simon and Garfunkel's version of Scarborough Fair which is exclusively finger picking and George Harrison's ""Here Comes the Sun"" - where he uses a pick, but it is still easier for me to pick out the individual notes fingerstyle.This is all on an acoustic 6 string steel guitar, using D'Addario EJ16 Phosphor Bronze light strings.Bristol by Blueridge BD-16 Dreadnaught Acoustic Guitar (Natural)D'Addario EJ16 Phosphor Bronze Acoustic Guitar Strings, LightFor the rank beginner who has never picked up a pick before, the Fender thin makes it easier to strum because the pick flexes so it's not as essential to turn your wrist as much to get the pick to move smoothly over the strings.The grip is better on the Dava, but they aren't going to flex as much. Undoubtedly better for more accomplished players. Most advice I've seen says try 'em all and decide for yourself. I was just amazed and delighted how much easier the Fender thin made it for me to get started.",3
0,"In an attempt to see what's new in the pick industry, I decided to dive in and give these a go.  They are way too flimsy if, like me, you use a heavier pick.  I have always used Dunlop Tortex greens and these Davas just can't compete.  Not only were they too flimsy, but when I played with any aggression (heavy rock-based material), the picks would fly out of my hands.  This was a huge disappointment.",1
0,"Good grip, but too flexible, and the description says nothing the thickness or the flexibility of these picks. Probably good for strumming, but not good for lead.",2
0,"This is an affordable copy of the Boss Harmonist pedal. I bought this mainly for the harmonist and polyphonic pitch shift feature. But was surprised by how much fun the trem bar and flutter mode was to play with.Anyway on the third day the tracking on the pedal suddenly started to have about a one second delay. And on fourth day in addition to the tracking problem, hitting certain notes caused a low pitch fluttering noise. Also the pedal just started oscillating a few times. I would have given the Behringer us600 five stars if it kept working, it tracked nice and didn't tone suck too bad.",2
0,"The Seller shipped very fast and I give them 5 plus stars; this review is regarding the actual product.The Behring US600 is a basic pitch shifter, don't expect elaborate effects.Made of plastic; not as sturdy as a BOSS pedal.Goes through 9V batteries quickly, so stock up.If you use an A/C adapter, get a hum eliminator.(Curse you 60 cycle!)Also run the US600 AFTER the distortion for optimum performance.Other wise you are shifting the clean signal.Distortion, pitch shifter, chorus, then out.This pedal gives you a sweet 12-string chorus sound and that alone is worth the 45 bones. The dive bombs, reverse dive bombs, and flutter are there. Don't expect a 2 octave bottom, because it doesn't do that.You will not sound like a Thin Lizzy dual guitar lead, but you can get that Bryan May, Queensryche meets the Allman Brothers harmonies in 3rds.For those on a budget, this pedal does what it doesn't advertise.Lacks true instructions, so go to YouTube and watch demos.",3
0,"Well, just got one of this and been messin with it for a couple of hours...It's exactly what you would expect from Behringer, it works...it's not great but it get's the job done, i feel it takes quite a bit of brightness and definition but it's still pretty useful for less than $25I don't regret geting this because delays are so much fun but i wonder if i should have gone withDanelectro D-8 Fab 600Ms Delaywell, maybe next time...I give it a 3 out of 5, it wasn't this time Behringer surprised me.",3
0,"But is no match for someone who wants to use it to record with.  Use a plugin instead.  I like some of Behringer products even though they are snobbed.  This particular unit is not one of their finest products but I give them credit for the price point and effort.  Someone will appreciate it but not me.  It sits in my drawer and will end up being sold online as it's not defective but just not up to what I want.  Cheap, so no big loss.",3
0,"If you want to have an interesting echo and repeat, this is worth the minimal investment.  I recommend buying the multi-plug power supply as it goes through batteries fairly quickly and you will likely be buying other pedals to compliment this one.",3
0,"behringer products are cheap. some of them have good quality both in make and sound. hopefully, behringer will make it even better next time without compromising the price.",3
0,"This does some fairly cool things to the sound, but there is a lot more out there.  This would be great for a new person experimenting with effects",3
0,"this pedal worked well, but I sent it back because thru my marshall itgenerated a lot more line noise than I like, other than that it was cool!!!!",3
0,"I don't have any problems with this pedal, but for the price I would just go with the Way Huge Aqua Puss for an analog delay.",3
0,"Some things are great values, others are cheap. The Behringer is cheap. The clips are cheap. The clip that holds the 9V broke after the first change. The clip that holds the pedal is also cheap plastic. IF you get stuck using batteries, plan on 3-4 hours worth of use. It's also a noisy pedal. Like noisier than my Dyna Comp and OD pedals combined. Like you will not record with this pedal in your chain unless you want a mountain of noise. If you leave it plugged into your cables, even when powered down, it will eat your batteries.All of those negatives aside, you are paying less than $40 for a Reverb pedal that has several usable features. The 63' spring is great, the plate is also really good. It also has a worth-the-price-alone ""space"" feature. Also known as shimmer (a synth playing behind your instrument). Paired with a chorus effect, you can get some really cool tones.The RV600 is not without merit, but it is a bargain effect pedal and it has some fun to use features. If you gig or record and need a reverb...well...you aren't even looking at this pedal. If you play at home and have a low watt amp that doesn't have a reverb built in, this is a good option.",2
0,"Had I known what I was getting I would never have ordered it.  There are gig bags and there are gig bags.  I've ordered and used inexpensive guitar gig bags.  I expected more. This one offers almost no protection.  The only reason I have not returned it yet is that the return shipping will leave little to refund, but may end up returning it anyway.It *did* fit my Kala KA-TG with room to spare.",2
0,I bought this under the impression that it was a soprano gig bag. I know it says tenor (now that I look at it) but since I put soprano gig bag into the amazon search I figured I would be getting only soprano bags... Anyway it doesn't seem much more then a normal gig bag. Yes it has the pocket for your extra strings and what not. Not sure how well it holds a tenor since I don't have one. Mine is black not the almost purple the image shows...,3
0,"It cannot be denied that the BOSS DD-7 is a versatile effective product...And it does EXACTLY what it claims to do, and does it well - but - I have a mixed relationship with this pedal...On one hand it does so many things with REVERSE / MODULATE / ANALOG settings as well as a half dozen other delay related settings it's a versatile tool - in fact it does everything you could ask a delay pedal to do except one thing... (one thing)In a live setting you have to set it and forget it (period)The four tiny fragile control knobs and the tiny black printed control panel are UN-USABLE (cannot be used) in a live dark stage environment...so when I'm at home putzing around on my guitar the BOSS DD-7 sits on my pedal board and gets used, but when I have a gig, it get's pulled from the board and the MXR Carbon Copy gets plugged into the slot and gets the nod in the performance category... The MXR Carbon Copy can be controlled by your foot and can be read from a standing position under any lighting conditions... so it gets used up there when the pressure is onThe BOSS DD-7 is a great pedal in a well lit practice environment ONLY - if you go live with it - good luck",3
0,"This is a cheaply built cable.  It has basic ends, they screw on but seem to come loose and need tightening frequently.  The only truly redeeming feature of this cable is it's tiny length : 3 feet.  I use it with my Honey Tone Belt portable ampDanelectro N10A Honey Tone Mini Amp in Aqua, so the cable has to be short.  The amp is on my belt. I use it, thus, just like Jackson and Cole, reviewers below.  Like Jackson, I have a RISA solid body electric ukulele.Let me say, three feet is short, very short.  If you want to put the amp down on the floor, you'd better be (a) short, and (b) siting right over it, because when you find out how limiting three feet cable really is, you'll recognize that you can only use this for one thing: a portable amp, close to or on your body.I suppose you could use it to connect a couple of guitar pedals and not have too much cable, but them again, most connector cables are even shorter.Glad I have it only for the purpose I intended.  Wish it was heftier, stronger, better looking, like my other guitar cables.",3
0,"Unhappy with it, actually I already replaced them. The method of attachment is poorly designed, it doesn't matter how tight you screw the two sections of the lock with the catch balls, the thread slips and my guitar almost fell down to the ground in a couple of occasions. Expensive locks too.",1
0,"I had some issues with my 18-watt all tube amp so I experimented and replaced all the tubes.  Issues not only continued but worsened.  Hum, noise, volume fade, unwanted distortion at low volumes.  I eventually put back the original El84s and that didn't help.  Once I removed the Tung-Sol 12AX7 preamp tubes and replaced, the hum stopped, sound quality of the amp was consistent, quiet and back to par.  My experience with the Tung-Sol tubes was very, very negative.  They caused me to go out and buy another amp.  I had no idea that brand new tubes could sound so badly that fast.  I'll never buy this brand again.",1
0,Not sure how to rate this tube? Replaced a Chinese preamp tube in my Champion 600 and couldnt tell any difference in tone. Maybe it is built better? But thats yet to be seen. I did put a EH6V6 in with the Chinese preamp tube and did notice an improvement but the EH6V6 only lasted five minutes and shorted out. So i sent it back. I ordered a TS 6V6 and am still waiting for it. Maybe NOS is the way to go with the preamp tubes? Time will tell.,3
0,"Don't buy this Chinese piece of crap if you really need a three guitar stand. It is barely workable for two.It is easy to set up, but the way the neck brackets are arranged you are only going to get two guitars comfortably on it and even then guitars can still slip off the stand even when you tighten the little rubber thingies on top to hold the neck in place. And you absolutely  have to keep that tight or your guitar will at some point turn sideways and fall to the floor/ground.The best thing these stands are built for are V Type guitars such as my Jackson Rhoads as long as you can put them back to back. For Les Paul and Strat type axes, their rounded lower bout curvatures make them prone to slipping on the narrow, stick like feet of the stand, especially when they are new. You can't tilt the feet up to try to lend more stability to the way the guitars hang because the feet won't support enough weight to make that possible. So this thing utterly fails in its designation as a three guitar stand. If you just gotta buy something from On Stage, get the double hang because there is more separation between instruments and so it ends up being better balanced. But really, you should just pass entirely on either the triple hang or the double hang.This is definitely a case of one gets what one pays for.",1
0,"Its a nice stand....cheap, but should suffice. I wouldnt use it for a real valuable guitar but for a kick around gigging stand it should be fine.",3
0,"This seems to have been a rare case but still, i had my ukulele on is and it snapped, I'm worried what might happen with a guitar or a bass",2
0,"I purchased this stand for my electric guitar and used it for a couple of weeks before the weak weld broke on the neck holder at the top when I placed my guitar in it. Upon close inspection, the weld was very poor and barely attached the neck holder to the upright tube. The tubing is made from very thin round steel tubing that is maybe .025&#34; wall, so don't expect it to take much abuse before it snaps off- even if it is welded better than mine was. Just folding the legs repeatedly back and forth will likely cause it to break or pop out one of light duty aluminum rivets on the legs- it is literally that thin of metal tubing.For $10-11 I did not expect perfection, so to it's credit- it is foam covered where it needs to be and has never scratched my guitars.This stand does have one other good quality- it is CHEAP! Since it was less that $11, I cannot see going through the hassle of returning it. I was able to carefully weld mine back together- but this would probably not be an option for most. The stand might work fine if you don't fold it up regularly and if you leave it set up- but If you need portability and durability- I would definitely purchase a better quality stand.",2
0,A good moderately priced guitar stand.I had concerns over the foam rubber cushions affecting the finish on my guitar and as a result I replaced them with standard inexpensive vinyl tubing purchased from the local hardware store.A good moderately priced guitar stand. I would recommend purchasing it.,3
0,"does its job just fine. simple and kind of cheap looking and its hard to balance if you have it on a rug (and not even a thick rug...I have a thin rug and it still is unbalanced, but hey, its not really meant for rugs so I can't complain)",3
0,"These a cheaply made with corrugated plastic, however they are surprisingly durable. THESE ARE NOT 8.5x11 (paper size). They are about half-sheet size.",3
0,you will want this to save your battery's when there is no power around not much more to say good luck,3
0,"From the moment I started using this, I noticed a radio signal overlay when used with my mini amp and headphones.",3
0,"Have not used the light as much as I thought I might, but it works okay. Each light has multiple, independent settings. The beams are narrow, but you get two of them.The major downside is that they sometimes turn on if they are carried with other things in your bag. Something in the bag will trigger the switch, and the light may be on for hours without you knowing it. There is no good way to prevent this other than to take the batteries out of the light during transport.Also, you cannot really tell from the product picture, but the clip is best used for narrow or thin objects. It does not work well (or at all) with object more than 1/4 inch thick.",3
0,"This is a fantastic product that is well made. The plastic is heavy duty and comes with a plastic cover that must be removed before use. This ensures that the wheel you get is in perfect condition.The tool is extremely useful. I have just started playing with a band, and it is very common for band members to call out a song and the key that it is in. With the wheel, I immediately know what chords to choose from. I also know what notes are in each chord. In addition, it has a note by note image of the entire fretboard so that you can see where the roots are for the scale you are playing.The wheel is also invaluable for switching keys. For example, say you're playing the I, IV, and V chords in the key of C., but your lead singer is having trouble and would rather sing it in Bb. All you need to do is dial the wheel to Bb, find out the new I, IV, and V chords, and start playing. The wheel makes chord transposition a breeze.I feel that the negative reviews you are seeing are unfair. This is a very useful product at a fair price.No, I am not affiliated with the company at all. I'm just a band member newbie who appreciates this tool.In my opinion, this is a five star product.",1
0,"I am confused by this hellish portal of confusion. Looking at it makes me ill - I feel like it's laughing at me, with its indecipherable scribbles.",3
0,"When set on blink, they blink way too fast.  When not set on blink, all 4 lights come on and focused into just 1 spot that the combined color come out white.  Useless design.",2
0,"I purchased 4 of these, of the four 1 was no good on arrival another failed after 2 short time uses. I will not buy more. The first one was returned after some resistance from the seller the second one had passed the warranty time before it had failed. Suggest thoroughly testing these upon arrival if you purchase these. For the $$$ should be more dependable.",2
0,They are not designed with a switch to have all lights on at the same time. So if you need that sort of control on your lights this will not do it. They are fairly bright and the lightweight metal body is nice.,3
0,"I own the older Color Bank with the bulbs and it works better that this one. I love the size, weight and LED bulbs on this one though. It has a nice color throw too. It also has speed control and audio control just like the older model but........this new LED version is built with less quality. When you turn both speed controls all the way down to the lowest settings, the bulbs still keep flashing to the next one, about every second. They do not stop flashing when it's plugged in since it don't have an on/off switch. If you are using this on a switcher, then it wouldn't be a problem.I'd prefer the light to stop when the music stops, but it don't. When you try to adjust the audio flashing, it is so sensitive to sound that the lights just keep flashing very fast in rotation.Also the circuit board inside is held to the metal panel by 4 plastic pegs sticking through the back. They will stick your hand and eventually get pushed inside and the small circuit board will move around. Within 1 hour of getting it, I had to take it apart, push the plastic pegs back through the holes and melt them with a hot knife so they would stay in place.I love the light but it's not as useful to me since it's ""always"" flashing. It's possible I have a defective one, not sure.The cool bright LED bulbs are the best part of this light.***UPDATE,  I played with one of these in the store and it actually worked better. When you turn it all the down, the lights stopped flashing until the music started again. The one I have never stops flashing, even when the music stops. I guess I got a bad one.",3
0,"There seems to be a trend in using a Ukulele in modern music these days. A guitar player for 20 years now I decided to give it a try. This was a low risk (cost) way for me to get my feet wet without committing. It takes a little getting used to with such a small instrument, little neck and only 4 strings but it sure is a blast to play. I wont be making an upgrade any time soon but the sound and build quality is reasonable for the price and for the few songs I use if for it will serve me fine. Highly recommend.",3
0,"Never really intended to use this in a professional setting so the noise issue is not that big of a deal. Just wanted a simple device that could fit in my backpack to interface with my laptop for impromptu interviews and music recordings. For the price paid, it's very cheap and lightweight plastic construction leaves much to be desired. Overall, I can not recommend this product at the current price it's sold at. 15 to 20 dollars, then sure. Still, it's an OK product.",3
0,"I got this for one of my guitar students whose mom just wanted a cheap case for her acoustic guitar.  Now, let's be clear - this is easily worth $16, but it is a very bare-bones gig bag.  It will protect your instrument to a degree - it only has minimal padding - and is probably good enough for any beginner instrument.  ONe of my students has one of those Esteban infomercial guitars, which is pretty low quality (but not terrible and not unplayable), and the gig bag for that instrument has no padding whatsoever.I only give 3 stars because for a little more money it's possible to get something which I feel is noticably better.  I have a Musician's Friend acoustic gig bag that I paid ~$20 for a few years ago, and it's well made and probably has twice the padding of this thing.So, this isn't bad, it's worth the price, it's put together just fine, but it only just barely serves its purpose of protecting your instrument, and I'd never trust this with an instrument of any value.  Gig bags can be a good alternative to a hard case if space or weight are a concern.  This isnt' a bad choice, but just be aware of what you're getting.",3
0,"For the most part, this is a well built/durable gig bag. I only rated it at 3 stars for the lack of padding. If you need a protective cover for your guitar then this gig bag is for you. If you want something to protect your guitar from bumps and bangs get a more expensive gig bag with more padding or spend the cash on a good hard case. Remember, you get what you pay for and this is a perfect example of that.",3
0,This capo isn't quite wide enough for my regular steel string acoustic guitar. If I position it just so it will work as long as I don't bump it or a string will pop out of one side.,1
