Class,Ratings,Reviews
1,5,"These strap pins are fantastic. They securely hold the strap on your guitar very nicely. The oval shape is perfect. There is no need for proprietary or expensive ""strap locks"". They are easy to install. These elliptical pins are great. Terrific yet simple concept. They also look great! I highly recommend these to anyone who has a guitar. I will never use strap locks again after trying these. Great value."
1,5,"I was looking for a strap locking designed button for my acoustic guitar. These work great and look sweet too. Their shape keeps your guitar securely in place, but is also easy to unhook when your ready. High quality product and very easy to install. Just what I wanted."
1,5,"Brilliant solution to the strap button problem! The pointy end makes it quick and easy to get your strap over the button while the larger sized top will then hold the strap on so it won't slip off! Works as well as locking strap buttons did, for me."
1,5,I like these little guys. I'm not a big fan of strap locks and these provide more security than a traditional circular end pin at a great price.
0,3,"It works and cleans the strings, but its durability is a little low, for about 2 months. I recommend Planet Waves String Cleaner if you plan to use a really good cleaner."
1,5,"This has been a very good purchase, I have not stopped using it since I got it, good and prompt service as well Thanks again Cheers !!!"
1,4,bought because cheap and trying to keep my electric guitar strings in good shape if I decide to pick it up again.
1,4,Used on my acoustic guitar.Pro:Removes friction for faster playing. I noticed immediate result after applying first time.Enhances string life and tone. Strings sound brighter now. I guess there was some mild crud buildup you can't see.Reduces finger noise. Not completely gone but lessened.Easy to use applicator. Wide applicator makes it easy to put on and not get it onto the fret board.Con:Packaged in a metal tin and the applicator went dry after 3 weeks. Has no seal and the little cap on the applicator doesn't prevent dry out.I don't believe I would buy again until a sealed container is provided.
1,5,"I have tried many string cleaners and so far this one is as good as any.  I like the applicator, and will just need to see how long it lasts."
1,5,"The perfect wall mount for a ukulele. My daughter loves it. Instrument looks great on her wall, and it is easier than taking out of a case to practice. Installs in 5 minutes with included drywall anchors and screws (or mount to wall studs)."
1,5,I don't know why others rated it as a 4 star.  It is exactly what it says it is and works fine.
1,5,"I'm a guitar player who owns several electric and acoustic guitars.  I learned a long time ago that guitar-like instruments ought to  be hung by the neck, as one finds them in a music store, to minimize neck warpage, and all my instruments are hung.  This is probably not so important for something as lightweight as a ukulele, but I also thought the instrument would double as wall art.So when my wife unexpectedly brought me back a nice electric-acoustic uke from Hawaii, I immediately went shopping for a wall hanger.  There are more expensive ones out there, but this wooden String Swing turned out to be perfect.  Easy to install, holds the uke perfectly, and the whole thing looks great on the wall.  Call me a satisfied customer.JM Tepper"
0,3,"While this hanger is not unattractive, and is well built I could and will modify it to better suit my needs.  The design of the hanger causes the neck of the &#34;uke&#34; to stand off of the wall 2+ inches at the head and 3-1/2 inches at the hanger itself and 3 inches at the base of the body.  This is not an easy fix but it is doable."
1,5,"Just like the ones in the store.  We mounted our two ukes on these.  Put our hangers in studs, but they come with those plastic gizmos for drywall.  Heavy duty and nice looking.  Great price.  You just can't beat the speed and convenience of Amazon."
1,4,"Great deal for the price. Works fine, but like all cheap pickups it basically makes my acoustic sound like a clean electric. Did the job for what I needed. Now I know I would love a better one like a Fishman."
1,5,this pickup for the price is just as good as one that cost 4 tom 5 times as muchif your looking for one that wont break your bank but sounds good this is the one
1,4,"If you're the kind of player that 'beats' on an acoustic like I do you'll find the sound hole pickup is an obstruction that you're constantly picking against causing loud clicks, pops and bangs.Very accurate pickup otherwise"
1,5,"Very handy,  I just slip this into the sound hole, hook it up to my amp, and then, when I finish playing, I slip it back out.  This is handy when I practice at night when my wife is sleeping."
1,5,"It works very well, installs easily, stays in place once installed but can be removed easily.  Does not scratch guitar's finish (just be careful, and no issues).  It will not produce the sound of a unit that is built into a guitar, but it comes very close.  A great and inexpensive way to make an acoustic also be electric."
1,4,when it works good its great but sometimes it gets static-y I wish it had a volume in line not much more to say
1,5,This pickup is actually a really great product for what it is! I hooked it up to my acoustic and plugged it into my line 6 amp and shredded a little bit.It's NUTS being able to rock out on my amp with an acoustic!!!!
1,4,This is great for anyone who wants to turn their acoustical guitar to electric.  I did find out there may be a little feed back from the amp if you get too close.
1,4,"A couple of my friends and I own this pickup and use it to amplify our acoustic guitars through a mixer and loudspeaker system.  Works really well considering how inexpensive it is.  It's very easy to install and remove, but be sure you have a fairly standard-sized sound hole in your guitar to ensure that it will fit and be reasonably stable."
1,4,"I had just bought an electric acoustic and while I was ordering that I just went ahead and picked one of these up as well because I figured what the heck it's under $20 and maybe my full size acoustic might work well with it. So I got it and th only thing I had an issue with is that it slide around a little too easily, but, it does work well. I recommend it for those who are looking for a simple solution to making their acoustic, electric so that they can play it through their amp."
1,4,"Very inexpensive soundhole pickup with a impressive sound.Very high gain,fits in all size soundholes.Good heavy construction.Of course it's not great.I'm not on stage or anything so works fine for a novice like myself.If you have a Taylor, Martin or Gibson that's not already AE this is not for you & I probably didn't even need to say that!!I just have a cheep Rogue that sounds good with this pickup.It's just a matter of how much you want to (or can) spend.I'm happy with this pickup!!Joe"
1,5,I purchased this to use until I get the replacement to my Ovation CC28 and it is load and clean. For $20.00 it is worth all day.
1,5,"I've used my HDE pickup for about a month now. I use it with a Fender Frontman amp. The sound quality is as good as pickups of twice the cost. I highly recommend this product. I'll probably get a second one for a backup, while I can get it at the present price."
0,3,Low strings do not get picked up very well but is ok if you are just strumming. For the price it is a good deal.
1,5,I was apprehensive about ordering this pickup but am so glad I did!! I am now able to play/ record my acoustic through my effects processor and play it through my amplifiers. Does an awesome job of reproducing your acoustics sound. I recommend this to anyone looking to amplify the sound of their acoustic guitar!!
1,5,"Have used them for years, bought some new guitars, had to have.  Wish they had something for Acoustic Electric 1/4&#34; backplug"
1,5,These on my guitar as a replacement to some old ones and they work well.  I have had no problems with them.
1,5,I put them on a Dipinto Mach V with that Levis Rat fink guitar strap I need to exchange. I use this on all my guitars. I tried some off brands and I've found it worth the extra few dollars to get the real deal.
1,5,"About ten years ago, I installed strap locks on my first guitar (Fender Stratocaster). They worked well and were easy to install. I subsequently installed Dunlop strap locks on many other guitars with mixed results: the screws are really small and they would some times get stuck in the middle of installation. I had to drill additional holes no two guitars (Gibson SGs). Ouch.This made me take a second look at Schaller. The components, beginning with the screws, are of much higher quality than Dunlop. It took me ten years to realize that I made the wrong choice. I should have gone with Schaller from the beginning. I have replaced all my strap locks with Schaller with excellent results."
1,4,"I just bought a Rickenbacker 4003 that came with Schaller strap locks pre-installed.  I've used Dunlops before, but those would require redrilling the holes to put them on the bass, so I just bought the Schaller buttons.  I don't quite like their look as well as the large round Dunlops, but there's no question about the quality -- these are not going to fall off the bass anytime soon."
1,4,"Sounds great, easy to adjust.  Nice shape to help fit it on a compact pedal board. Worth price hands down."
1,4,"This is a very basic delay pedal, with the obvious knobs: delay volume, time and repeats. It has a nice bright sound, never too muddy and it's perfect for some Dave Gilmour style slap back delays.It only works with a power adapter, no battery. This has its pros and cons: on one side the pedal has a smaller foot print and costs less, on the other side if your power adapter breaks you're out of luck!Unlike many similar pedals this one doesn't let you set infinite repeats: this makes it impossible to make tricks a la Johnny Greenwood like creating quick loops and changing the delay speed to obtain weird noises. This is actually my favorite way of using delay pedals, so I returned it. Nonetheless, the product itself is great: cheap, sturdy and it does exactly what it's supposed to do."
1,5,does a good job for a basic delay...good for rockabilly and 50's slap echo. I needed it for nothing else so I'm happy. :)
1,5,Great pedal.  Get it. You wont be disappointed for basic delay needs.  Great tone.  Dont waste your $$ on others with similar specs.
1,4,"Just got it, so far so good. I use delay pretty light n tight - slapback vibe, not too wet. This does it well. I considered the MXR delay - no - I may have considered it but the only pedal failure I've ever experienced was my MXR/Dunlop Phase 90, first the DC input, then the stomp switch, after light/barely any bedroom use. This ModTone here, seems solidly constructed. I haven't played with it too much yet, but as of right now, I wouldn't recommend it for Edge wannabes, seems limited in that regard. I may be wrong, but either way, do we need more Edge wannabes?No, we do not.Good tone though, does the trick, trick."
1,5,"Good design, easy to hang on to these picks.  Reasonable price makes it even better.  I don't often use picks, but when I do, I use these.  I will buy more in the future."
1,5,"I collect picks (or plectrums if you're a purist) and that's because I'm trying to see how & where I can use a new pick. My first pick was a shark fin and I loved all of the ways you could hit the strings with those picks. Now we have the BEEHOLD picks.What I like about this pick is the 'stinger' or the longer point to hit the strings with. Sure the octagon hole in the center makes it less of a challenge to hold on to but that's not been much of a hindrance to me. Rather this pick's design makes it easier for my holding hand to hit the strings without my palm's fleshy part accidentally touching the strings.I found running leads & scales with this pick to be a delight! I like heavier picks so I chose the 1.00 mm as that was the size I started off with from my first guitar teacher who recommended heavy picks. I've found this pick to be great for strumming & rhythm patterns equally as well as for serious lead playing.Another thing is that with the design, I've found that I need not squeeze this pick as hard as I have to like I do with a Tortex pick and that makes playing so much more fun.Overall I give this pick 5 out of 5 stars & will be using these for many years to come."
1,5,"I like this pick ,the hole helps from the pick sliding on your fingers , its not soft or to hard of a pick ,,I like it,"
1,4,"Bought this pick looking for options around the old ""dropped pick"" syndrome. I was skeptical, as the pick at first glance seems slicker than most. However, once between thumb and index finger, these darlings hang on!"
1,4,"Not my favorite pick but pretty close, they are solid and haven't dropped one yet..I wish someone would make a grippy texture pick with a hole in it too..."
1,5,"I have recently come back to the guitar after several years on hiatus. I have several bad habits, including a tendency to need to grip the pick too tightly or I drop it at some point. On a bit of a lark I bought a pack of the Clayton BeeHolds (0.5mm,) and really like them. The hexagonal hole really does make them stay in place with much less grip required, and I find the hole to be in a very natural-feeling spot. The pick is fairly long, but I have not had any accuracy problems with them, and so far durability has been good.I still use other picks too, but I really like these and can't imagine not keeping an ample supply on hand."
0,3,"I wanted to try the Clayton Beehold picks to see if the hole would help me grip the pick better so that it doesn't rotate in my hand.The .80 pick is a little too heavy for my style of playing but the hole is a neat idea and did seem to help a bit, but I gave up on the pick pretty quickly due to the stiffness."
1,4,"This holder grips the IPad tightly so a sudden fall is not an issue.  The rotation to vertical is good but it would be nice if it went both left or right.  Because the arms don't collapse it's a bit bulky to transport in a gear bag but its positive clamping offsets that issue. I've seen some with folding arms that have dropped IPads suddenly because something came loose.  Where I fell down was not ordering the K and M clamp arm that comes as a package under a different order number.  I've since seen that arm in use and it would improve the versatility of this unit, though the package is pretty spendy. I could not order that arm separately.  I mounted this holder onto a short mic stand by using two mic stand quick releases - one for the holder and one for the mic stand boom arm. Then the whole thing breaks down quickly to stuff into a bag."
0,3,"It is well made and is very safe unless a drunk drummer knocks over your stand. I would prefer more tilt, but it serves the purpose. It's Also harder to use your iPad without holding it and having an arm rest. Very durable and light weight. If I had to do it over again, I would use a music stand instead. Someday I may use it on stage. It's made in Germany, so it could be taken into battle."
1,5,My ipad lives on this thing!  I might be considered the laziest person around but I use a mic stand to place my ipad over my head so I can watch movies in bed while laying down.  I sometimes feel like I'm in a spaceship when I go to interact with my ipad.  I do wish it could rotate both directions.  It only goes from hamburger style to hotdog style by way of a right turn which is great if the stand sits on the right side of the bed.  But if you sleep on the left you're gonna have a bad time...
1,5,"This holder is rigid, well built, rugged and works great at what it does...holding my iPad2.  I play guitar and like to use my tuner app and scale app, metronome and other apps and having this hold my iPad so I can adjust it and see it clearly where I want it is nice.  Great product, highly recommend."
1,5,"I had been using a regular music stand for my ipad but our stage is a little bouncy, so i wanted something that would grip the iPad.  this stand does the trick.  I don't have to worry anymore about my iPad falling off of the stand.  Some people have said that it's not as safe when you rotate it to the portrait position.  I have not found that to be true.  Since I've had the stand, I have never droped the iPad out of it.  A lot of the other clips clamp on to the stand with the mic.  Because of the way that I stand with my guitar, it's hard for me to see the thing when I use the clamp kind.  This one uses the Mic clip treads and because it's on it's own stand, I can put it anywhere, at any height and see the iPad.  The only drawback is, you can't have your iPad in a case.  Or you have to find a case that's ultra thin.  Otherwise it's great!"
1,5,"This Review is for the (JOYO CRUNCH DISTORTION)  I have a few OD's including a OCD, a fuzz and a modded Rat but thought for $30 bucks from Crazy Cart this might be a cool distortion pedal. And it is. It's very articulate and gives you good Marshally 70s/80s crunch. Cleans up nice with the guitars volume and retains your guitars sound. It's almost OD-ish in it's responsiveness. It's not super heavy distortion though. I'm a blues/classic rock guy and it'll do fine for heavy, classic rock distortion but it's not a modern metal pedal. For the price its amazing. I really love it. I'm so impressed with this pedal that I've ordered the Sweet Baby and will probably get a couple of others while they're still cheap."
1,5,This is supposedly a clone of the MI Audio Crunch Box.  I can not comment on this as I have never played this pedal.  What I can say however with 30 years playing experience is that this is a very good pedal.  When one takes into account the price it is a great pedal.  I own this the classic overdrive and the ultimate overdrive by joyo.  This has the most distortion.  It has a nice ragged edge to it and is great for classic to hard rock.  It does have a bit of noise at high gain but much less than the boss stuff I have had experience with. It is solidly built and apprears road worthy.  great pedal and great value. I would have no hesitation buying this or any other joyo product
1,4,"Great clone of a much more expensive Crunch Box pedal.  True bypass.  Knobs and switch are sturdy.  Great for amps that have only a master volume and no gain knob because you can dial in the dirt at bedroom levels.  This is a Marshall type distortion (more mids, less scooped).  No Brutalzzz - there are better pedals to cop the scooped 5150 or triple rectofier kachunky palm muting downtuned type thing, but you can get close with the right amp EQ and this thing dimed.  I agree with another reviewer- this thing has a very high output- so be forewarned the first time you plug in.  Unity is around 8 o'clock on the level knob.  It gets thumbs up for the sound/price ratio.  If you don't mind a longer shipping time, these pedals can be found more cheaply by searching the web.  This was my fourth Joyo pedal and I believe Joyo and the Dano Cool Cat line are some of the better deals going these days in terms of price/quality."
1,5,"This Joyo JF-03 Crunch Distortion pedal is just amazing! My son has become a fairly decent guitar player over the past year and is moving beyond the basics, so was thrilled to get his hands on this distortion pedal. It was great to hear him play ""Iron Man"" through this pedal, it made a huge difference.The pedal produces a rich sound that has a nice sustain and tweaks easily with the three adjustment knobs (Gain, Volume, and Tone). This is also a very solidly constructed pedal that will hold up well to a lot of abuse. At the loudest settings there is a bit of ""hiss"", but it is easy to find where it starts and dial it back a bit.Highly Recommended!CFHEvaluation unit provided by manufacturer."
1,5,"not bla bla bla, this joyo pedals are the best, any you get. that's it! thank u joyo im your number 1 customer."
1,4,"Good:  Plenty of gain on hand.  Lots of sustain!This thing can get really loud.  It gives yourinexpensive tube amp that Marshall crunch.Built well, it's casing is made out of metal, not plastic.Inexpensive but performs and sounds just as well asboutique boxes costing 3 times as much.  If you're lookingfor your first cheap distortion pedal, forget the Boss DS-1 andget this one!  Well worth the money.Bad:  Adds a little noise & hiss specially to single coils (strats & teles).You might need to use a noise gate to tame the noise.Quieter with humbuckers but hums when I use it with my Xotic EP Booster whichI always keep on.  It doesn't happen when I boost my overdrives (OCD & Hardwire CM-2).If you move farther away from your amp, the hum disappears butyou can still hear some noise.  I guess this is typical for distortion boxes.No need to boost it though, it already has that thick & big sound to start with.It didn't come with a 9V battery as shipped, not a big deal 'cause I use a poweradapter anyway."
1,5,"I really like this one as a pre to my Fender Superchamp X2 head, especially on the distortion channel.  It really adds some nice tone and lots of overtones... the only thing to be careful of is the tone knob as that is a HUGE sweeping circuit.  I was not able to get it even close to 1/2 way without it being just ugly, but that might be preference.  Also of note is that I ran my Fender Mustang bass guitar through this (active pickups) and I loved the grit that it gave the sound.  This is a great pedal for the $$ and it feels heavy and solid like any major brand.  Very nice work Joyo, I will be buying more of your pedals for sure."
1,5,"This pedal is amazing. It is a very good sounding distortion pedal, seems to be very sturdy and the price is absolutely unbeatable. For $30 there is no reason not to try it. You won't be disappointed if you do!"
1,5,If you hate fuzzy distortion then you will love this pedal I had a boss ds 1 and metal zone mt 2 and did not like them much because they're so fizzy they are ok but this pedal sonically sounds so much better to me. it does plexi tones very well on lower gain settings and full on Marshall crunch on higher settings if that is what you're looking for then this is for you. it offers rugged construction and true bypass. the only problem I have had is that unity gain is at around 9 o clock this pedal is hot and has lots of head room props to joyo for this mi crunch box clone.
1,5,"this pedal ...i tried it out thru a silver face fender twin...wow, it cranks,..!..it really will produce marshall plexi tones....especially noticeable in the lower registers...on the E and A strings...if you want a marshall  stack sound , this is it,,,if you wanty a variety , i would recommend using this in line with one or two other distortions, so you can chose any amp sound you need,,,really people, for these prices i bought one of every pedal these guys make...and they all are super,,!"
1,5,"I've been very happy with all of my Joyo pedal's I've gotten, but I really love this one.  I use it with a crate amp with a tube pre-amp on the clean channel with my strat and it sounds great."
1,5,"A bought this pedal to see how such a cheap stomp box could get such great reviews.  Plugging it in and playing it for 5 minutes one can see.  It has tons of gain on tap, it responds well to the guitars volume knob, it creates a wall of overdriven amp tonal love.The pedal cuts through and is articulate.  It's not for modern metal but it can do any kind of hard rock.  Think AC/DC and Van Halen to Metallica.  It's a classic rock pedal that screams!!!Buy it."
1,5,This pedal is very easy to use!  Retro sound is rich with harmonics- does have the Marshall sound- very satisfied!
1,5,"According to the ad copy, this pedal ""replicates Full-Stack Marshall crunch.""As the other reviewers will testify, it does indeed do just that.What I'm loving about this pedal is that it really is very amp like.  Dial back the volume on your guitar and it cleans up.  Its responsive to your picking attack, its distortion is very very harmonically rich, and it does give you a Marshall type sound, good boost in the mids and bass, giving your tone the sonic density that those amps are famous for.Sad to say, it actually does the full-stack thing better than my ProCo Rat, which has for years been my favorite distortion pedal.  The Rat is fantastic and I have no plans to sell mine, don't get me wrong, but the Crunch Distortion can get the raging full-stack tones the Rat can, but has a tighter bottom end, less noise, and a more open sound than the Rat.  Individual notes ring out great on the Crunch Distortion.  Its a great pedal period.  Its a darn guitar miracle at $40.As a side point, I play lots of Ramones stuff and this pedal, more than any other, gives me that awesome Johnny Ramone tone.  I was running my gold-top with P-90's into this pedal, then into the sparkling clean '65 twin reverb setting on my Fender Mustang II (this pedal plays well with modeling amps, which is a rarity, let me tell you) and with some tweaking I was getting a FANTASTIC Ramones tone, better than I've ever got with my Rat, my Boss DS-1, DS-2, HM-2, ANYTHING else I've owned (and I've owned over 2 dozen other dirt boxes over the years).  This is the pedal that finally did it, it just nails that cranked 70's Marshall stack sound.My hat's off to Joyo.  They made a fantastic distortion, one of the very best I've ever played, and they're practically giving it away.  Buy one, you'll use it, you'll love it, you'll be happy you bought it."
1,4,i own this pedal and the one it is cloned from. there is no difference in the sound at all. this pedal is a hot rodded marshall in  a box.it does 80's hair band and 80's metal very well.if you're looking for those sounds you will not be dissapointedif you are looking for more variety of marshall sounds and the authentic &#34;plexi&#34; or &#34;brown&#34; sound get the joyo british. it nails those sounds well.
1,4,"JCM800 in a 30 dollar box? Not quite.  You can't really get there without actual tubes being distorted.To me, its good for getting that kind of over the top, wild 80s midrangey Marshall sound.  To me though, it sounds too much like a pedal, and not enough like the real deal.  To me, the Hot Plexi sounds more ""real"", closer than this.  That being said, this pedal can be cleaner than the hot plexi.BUT, if you turn the tone down, and scoop your amps mids significantly (I'm talking about 2 of 10 on the knob, where 0 of 10 is too much and gives you ""Kill em all"" style hollowness that isn't good), it gives a nice dark, throaty, lower-mid rich tone that would be great for metal.  Yes, you're not supposed to scoop the mids on the amp, but this pedal is nothing but mids and scooping them tames the fizzyness.  So it's like Ghostbusters ....sometimes you just gotta cross the streams, and it works to filter out some of the harshness. I'm not even talking about Vintage Metallica scooped, its just scooped enough so it doesn't sound harsh in the high end and mids and sounds more like the Black Sabbath to Scandinavian metal tone I like to dial in (basically dark and dry, has a ton of mids but doesn't sound like Boston at all).I use it with a Marshall Class Five, pedal's tone at about 3 of 10.  Amps tone controls (Marshall Class 5 through a 4x12) at Bass 3, Mids 1 or 2, treble 6, set to headphone mode for a darker tone."
1,4,"I've reviewed several Joyo pedals now and have loved almost all of them...not just because of the price ($40 to $50), but also because of their (apparent) durability and tone quality that would be appreciated at any price.  But ultimately, I decided that this is somewhere between a 4* and 5* review, and I just can't give it the 5* review I've given the other Joyo products I've tried out thus far.* Extremely high output and high sustain *When I first plugged this thing in, I had it set up similar to any other distortion pedal I would try out with my Les Paul and VOX combo amp - with the dials all at 12 o'clock (50%).  Big mistake.  This pedal has an EXTREMELY high output.  Depending on the Gain setting, I was achieving output parity with the clean signal with the Volume set at around 25%.  This isn't necessarily a bad thing, and it's certainly better than having no headroom to set the pedal louder (a frequent criticism of the BOSS DS-1), but it's something to be aware of.Also, I read several comments here that this ""isn't a high gain distortion"".  I couldn't disagree more.  This thing has TONS of gain.  I think people are thrown off by two things: (1) The name, which pays tribute to the MI Audio Crunchbox it clones; and (2) The clarity/transparency of the tone, particularly the higher-end range, that shines through at all Gain levels.  ""Crunch"", in my mind, refers to a punchy, cleanish tone that has just a little bit of breakup in its character.  The Crunch Distortion has a tone that doesn't really breakup or get ""fizzy"" as you turn up the Gain, but that's not what ""Gain"" really is.  The Gain knob increases the saturation and sustain of the note(s), but I think people are fooled by the fact that the sound doesn't crack up.  Hit a barre chord and see how long the note holds with the gain turned up.  This actually makes the pedal very useful for lead work, also, which is one of the JF-03's strengths.* The setup is weird, but workable *Because of everything I described above, you may use some weird dial configurations to get the tone you want.  My level is usually around 25% to 40%, and is still very loud.  The ""crunchy"" classic rock tone that other reviewers talked about does exist, but only at around 5% to 15% of the gain setting.  And I had the tone knob generally working from 9 o' clock to 12 o'clock, as it got a little too bright to go any higher.  (Again, this is with Les Paul humbuckers.)  Ultimately, what I decided was that this pedal has enough bass, not too much in the midrange, and very distinct high end frequencies that come through very clearly.  If you play gigs and are having trouble cutting through the other instruments, I'd imagine this pedal would do the trick!* It's costs less than half of many of it's true ""competitors"" *While the affordability aspect is distinct from ""quality"", it cannot be ignored.  Part of my initial disappointment was based on a side-by-side comparison with my MXR '78 Custom Badass Distortion.  The latter did have a fuller sound to it, and was arguably better for rhythm work.  But that's an $80 custom shop pedal from MXR.  Try comparing this pedal to a $40 Boss DS-1 or MXR Distortion + and it blows them out of the water (in my opinion).  I'm not sure want to roll with the Crunch Distortion being the only dirt box on my board, but if you used it with a specific purpose in mind (like a lead/gain boost), you could afford this and Joyo's excellent ""Ultimate Drive"" overdrive pedal for still less than most boutique or even BOSS distortion pedals go for.UPDATE - About a week into owning this pedal, I did revise this score from a 5* to a 4* rating.  If you graded the pedal in a ""vacuum"", I could absolutely see a 5* rating for the $40 price tag.  But ultimately, there are just a few more problems and quirks about this pedal that I haven't had with other Joyo products, so the score should reflect that.  Please note also (which I didn't realize before) that the internal trim pot for ""presence"" is NOT easily accessible unless you are prepared to remove the circuit board and the three jacks that are connected to it.  A distributor confirmed for me that this is necessary if you want to make the adjustment, and I have no interest in trying to take apart fragile components for a small change that might not even do anything."
0,3,"So I agree that this pedal sounds good and the construction is very solid.However, I like to play at a substantially high volume for recording. To my surprise I hear radio noises. I tried different power supplies at different locations thru different amps and pedal boards.  Sadly the radio noise is present at high gain applications.this pedal sounds great nevertheless and worth the money. It is just you do really get what you pay for"
1,5,"so this is supposedly a fulltone ocd clone.  I can not comment on this as I have never owned or played one.  What I can say with over 30 years playing experience is that this is a great pedal especially when you take into account the unbelievably low price.I own this pedal, the vintage overdrive and crunch distortion. See my other reviews on these pedals. basically the vintage overdrive is a tube screamer. the crunch is a fairly high gain distortion pedal and this pedal is inbetween.It is built solidly and looks roadworthy.  It has reasonably decent components and it sounds great.  Is it of the same caliber as a $150 boutique pedal - no but it is pretty darn good esp for the asking price.  I WOULD HAVE NO ISSUE GIGGING WITH THIS UNIT.  The distortion is warm with the tone at 12 with plenty of tonal variation available and plenty of distortion variance available.  Lots of sounds in this unit.  And very very quiet.  Nice thickness to the sound with good bass and less ragged than the crunch distortion if that makes sense.  Much quieter than the other two pedals mentioned.  For classic rock  this is perfect.  maybe even metal but would go with the crunch distortion for thatOverall no concerns with this great product!"
1,5,"This pedal lives up to the hype. Distortion-wise, it delivers something in between a tubescreamer type OD and a full on distortion (like a Crunchbox or Rat).  I checked out several Youtube demonstrations before I took the plunge on this one.  I think the tone is actually much better in person than it appeared in the videos - more transparent and organic sounding. I have owned the Fulltone OCD in the past and this pedal is nearly identical sounding if my memory serves me correctly.  I also own a V1 Dano Cool Cat OD - which is an excellent OCD-ish pedal- but this one is getting more action these days.  I am running this into the front of either a Palomino V32 or a Jet City 20 watt combo with the amps set up just on the verge of breakup.  The pedal also plays well with others-  I am getting nice lead tones by running a TS type of OD into the front of this one.  The JF-02 is a really nice dirtbox - and not just for the price.  The fact that you can own it for 40 clams or less makes it a no-brainer for those of you who (like myself) are addicted to dirtboxes.  I have noticed some price gouging with  a few vendors on here.  Shop around.  I knew the build quality was decent because I own the Joyo Vintage Overdrive and they are both built like bricks."
1,5,"I'm a 4 string rock bass player that has purchased a LOT of overdrive and fuzz pedals. Most of the overdrive pedals work very poorly on bass. They typically lose the low end or otherwise suck the punch and power out of the tone, are too fizzy and clanky in the top end, don't provide enough dynamics, or don't provide enough gain variation and are really more fuzz than overdrive.This incredible inexpensive box really nails it. You get everything from barely there overdrive to serious overdrive approaching fuzz, all with a great bass tone, with lots of your original dynamics without requiring a clean blend, and a usable tone knob to tweak to your liking.The downside is you have to live with yourself knowing that Joyo blatantly copies other designers circuits. The whole wheat side of me dislikes knowing this is an OCD ripoff. The frosted side of me loves that I saved a LOT of money buying this ripoff."
0,3,"The price is great.The sound is good.The power jack, however, leaves a little to be desired.My standard Boss daisy chain power supply cable comes out of this pedal 10x easier than any other pedal.I've now secured it with tape, so it should be ok.Based on other reviews, my guess is that I just got a dud and that most of them are okay."
1,5,"The Joyo Ultimate Overdrive is simply a great pedal. Tone adjustment is precise. The bright switch is an added bonus. Having that in place lends to greater tones and harmonics from this pedal. Construction is first rate and there is absolutly no hum, hiss, loss of signal, nor any excessive coloring of your signal. In short you get 100% drive that has a very broad range to work from. Through a tube amp it just extends the sound to levels that were not possible using the amp's gain alone. Impressive! I can clearly see why so many have stated that this pedal is so good. It just is. I'm not one to argue over perfection, and neither should anyone else that plays guitar and cares about their tone and gear. This one is a winner, hands down!And I'm not a new player either, been at it for nearly 5 decades now. I know tone, and have had great, and not so great gear. This one is a keeper! It handles everything from easy overdrive to nearly all out metal (not a metal pedal though) but it gets that drive from those huge amps of the 70's right on the money. Versatile. Smooth. Easy to dial in. What's not to like here? Forget your ""boutique"" pedals and save tons of money and get a great pedal."
1,5,"This is supposed to be an Fulltone OCD clone, but to me, it sounds a bit better than the OCD, and worse.Has more low end and a smoother mid that the OCD. Thought isnt nearly as dymanic as the OCD, that may not be a good thing though, depending on your taste.If I turn the gain up past 9 o'clock, the pedal sounds more like a fuzz than an overdrive, and kills the dynamics.Thats a good thing and bad, as I like a fuzz tone, but thats not what I bought the pedal for.Overall I can live with it, its well built, sounds good and the price is unbeatable."
1,4,"I needed a phaser, and saw that the Joyo Vintage Phaser was rated well, and super cheap, so I bought it.  I was EXTREMELY impressed with it, and did some further research into their pedals.  This was one of their top-rated pedals, so I figured I'd give it a go.  I have to say that I am fairy impressed!  I get a wide range of tones coming out of this little box - anything from a light fuzz to a vintage-style high gain.  You won't get a modern metal crunch from it, so if that's what you're looking for, look elsewhere.  If you want a nice distortion to replicate stuff from the 70's and 80's, then this is a great bet.  This pedal is currently plugged in, and I suspect that I'll keep it as part of my rig (unless I happen to get rich and find a nicer, boutique pedal, or get around to modding my other pedals.)As a reference:  I own several Boss distortion/over drive pedals (Japanese DS-1, SD-1, OD-3 and MT-2.)  I The Joyo JF-02 and OD-3 are the two drive pedals that I have hooked up, since they are by far the best sounding and most versatile drive pedals that I currently own.A side-note for the tone-freaks:  The peddle does seem to be a bit muddy.  It's great for jamming out power chords, but not so articulate when you're arpeggiating chords. (Still noticeable when you back off the gain on the pedal but crank the volume on the amp.)"
1,5,"I really liked this one.  I bought the Crunch Distortion at the same time and these are complimentary to each other as well as nice standalone.  I very much like how Joyo has reproduced some great sounding pedals for amazingly low prices and seemingly high quality for the average guitarist that just cannot afford to spend thousands on these overpriced ""boutique"" pedals.  I will continue to buy these products from Joyo until I find something wrong with them and at present I have nothing to bitch about at all here.  Sound wise this is a big phat heavy sound.  As an example, this is the JF-02 and JF-03 on guitar and the JF-03 on the bass as well running through the clean channel of a Line 6 Spider:[...]Buy this/these pedals and all things from Joyo, they are worth every penny."
